Bridge Number According to Zucchetta,Bridge Name,Bridge Code,Canal Width (m),ID,Year Constructed,Date of Last Restoration,Year of Last Restoration,Time of Survey (24:00),Date of Survey,Survey Incomplete?,Private Bridge?,Address,Address Letter,Number of Street Address On Bridge,Street Addresses on Bridge,Canal Crossed,Segment Code,Northern Island Number,Southern Island Number,Northern Sestiere Code,Name of Northern Sestiere,Southern Sestiere Code,Name of Southern Sestiere,Number of Arches,Arch Style Code,Arch Style,Crooked Bridge?,Handicapped Accessible?,Number of Ramps,Construction Material Code,Construction Material,Numerical Condition of Bridge,Qualitative Condition of Bridge,Decorations,Numerical Condition of Decorations,Qualitative Condition of Decorations,Number of Northern Steps,Number of Southern Steps,Total Number of Steps,Height of Step (cm),Code for Material of Step Face,Face Material,Conditions of the Step Face,Description of Step Face Conditions,Step Depth (cm),Step Pavement Material Code,Step Pavement Material,Numerical Condition of Step Pavement Material,Qualitative Condition of Step Pavement Material,Minimum Step Width (m),Step Surface (Min),Total Surface Area of Steps (m^2) ,Material Code of Summit Pavement,Material of Summit Pavement,Numerical Condition of Summit Pavement,Qualitative Condition of Summit Pavement,Full Width Including Railings (m),Net Width of Bridge (m),Width of Summit (m),Length of Summit (m),Surface Area of Summit (m^2),Total Surface Area of Pavement (m^2),Surface Area From Map,Estimated Surface Area,Hypotenuse North (deg),Hypotenuse South (deg),N Cathetus (deg),S Cathetus (deg),Inclination North (deg),Inclination South (deg),Maximum Inclination (deg),Code for railing type,Type of Railing,Code for the material of the rail,Railing Material,Railing condition,Qualitative condition of Railing,Width of Eastern Railing (cm),Width of Western Railing (cm),Average railing width (cm),Average Height of Railing (m),Additional Handrail?,Protrusion North (m),Protrusion South (m),Span (m),Tide Level (m),Water level (cm),Height 1m North (m),Height Center (m),Height 1m South (m),Minimum Height (m),Average Height (m),Ratio of Span to Height,Thickness 2m North Of Center (m),Thickness 1m North Of Center (m),Central Thickness (m),Thickness 1m South of Center (m),Thickness 2m South of Center (m),Minimum Thickness (m),SE-N2,SE-N1,SE-C,SE-S1,SE-S2,H-N2,H-C,H-S2,SI-N2,SI-N1,SI-C,SI-S1,SI-S2,Photo Number of Arch,Photo Number of Ramp,Photo Number of Reference Elevation Point,Reference to CAD Drawings,Latitude,Longitude,Notes,History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Ponte di S. Fosca,FOSCA2,8.84,15,,,,13:55,07-Dec-99,FALSE,FALSE,,,0,,Rio dei Borgognoni                                          ,TORC1     ,501,505,TC,Torcello,TC,Torcello,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,2,Medie,,,,6,5,11,17,14,Mattoni e Pietra d'Istria,1,Cattive,130,3,Trachite,2,Medie,2.35,3.06,33.61,3,Trachite,2,Medie,3.05,3.04,2.36,3.9,9.20,42.81,47.80,45.30,6.7,5.89,0,0,0,0,0,1,Piena,14,Mattoni e Pietra d'Istria,1,Cattive,32,32,32.00,0.77,FALSE,0,0,8.84,0.07,0,2.21,2.44,2.4,2.21,2.35,4.00,0.54,0.49,0.40,0.39,0.50,0.39,1.42,1.26,1.1,1.13,1.26,3.4,3.47,3.46,0.88,0.77,0.7,0.74,0.76,B4,B3,,,,,"Targa in ferro (sud-est): ""IIIa Zona Militare metri mille""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Ponte del Diavolo,DIAVOL2,8.76,14,,,,13:40,07-Dec-99,FALSE,FALSE,,,0,,Rio dei Borgognoni                                          ,TORC1     ,501,505,TC,Torcello,TC,Torcello,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,2,Medie,,,,6,4,10,18,2,Pietra d'Istria,1,Cattive,122,1,Mattoni,2,Medie,2.9,3.54,35.38,14,Mattoni e Pietra d'Istria,2,Medie,2.9,,2.9,3.65,10.59,45.97,52.80,49.38,6.37,4.47,0,0,0,0,0,0,Assente,,,,,,,,0.00,FALSE,0,0,8.76,0.11,0,2.49,2.63,2.53,2.49,2.55,3.52,0.43,0.52,0.45,0.50,0.42,0.42,0.43,0.52,0.45,0.5,0.42,2.9,2.97,2.92,0,0,0,0,0,B2,B1,,,,,Ponte senza spallette. I primi due gradini nnrd hanno dimensioni ridotte.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Ponte di S. Caterina,CATERI,18.49,13,,,,15:15,07-Dec-99,FALSE,FALSE,,,0,,Rio di S. Caterina                                          ,MAZZ      ,402,401,MZ,Mazzorbo,MZ,Mazzorbo,4,8,Trapezoidale,FALSE,FALSE,2,4,Legno,1,Cattive,,,,10,15,25,9,13,Vuoto,,,58,4,Legno,0,Pessime,1.75,1.02,25.38,4,Legno,2,Medie,1.98,1.70,1.75,7.9,13.83,39.20,45.00,42.10,7.53,8.95,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,1,Cattive,14,14,14.00,0.85,FALSE,4.5,8.05,5.94,-0.2,0,1.88,1.97,1.97,1.88,1.94,3.16,0.25,0.47,0.46,0.46,0.40,0.25,1.1,1.32,1.31,1.31,1.25,3.4,3.48,3.48,0.85,0.85,0.85,0.85,0.85,B5,B6,,,,,Foto B7 danno.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Ponte Mazzo,MAZZO,16.34,12,,,,15:41,07-Dec-99,FALSE,FALSE,,,0,,Rio di S. Caterina                                          ,MAZZ      ,401,402,MZ,Mazzorbo,MZ,Mazzorbo,3,8,Trapezoidale,FALSE,FALSE,2,4,Legno,2,Medie,,,,14,14,28,15,13,Vuoto,,,40,4,Legno,2,Medie,1.64,0.66,18.37,4,Legno,2,Medie,1.94,1.78,1.64,7.28,11.94,30.31,37.30,33.80,6.3,6,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,1,Cattive,8,8,8.00,0.94,FALSE,5.6,5.4,5.34,-0.26,0,2.71,2.71,2.71,2.71,2.71,1.97,0.30,0.50,0.50,0.50,0.30,0.30,1.24,1.44,1.44,1.44,1.24,4.41,4.41,4.41,0.94,0.94,0.94,0.94,0.94,B9,B8,,,,,Pali di fondazione erosi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Ponte de San Cipriano (cavana),CIPRI,7.46,11,,,,12:00,19-Dec-99,FALSE,FALSE,,,0,,Cavana                                                      ,,206,206,MU,Murano,MU,Murano,1,1,A tutto Sesto,FALSE,FALSE,2,1,Mattoni,3,Buone,,,,3,13,16,3,2,Pietra d'Istria,2,Medie,103,38,Porfido Opera Incerta,0,Pessime,1.8,1.85,29.66,38,Porfido Opera Incerta,3,Buone,2.21,1.97,1.85,3.72,6.88,36.55,73.80,55.17,6.13,16.86,0,0,0,0,0,1,Piena,1,Mattoni,3,Buone,0,24,12.00,1.00,TRUE,0,0,7.46,0.17,,3.76,3.89,3.76,3.76,3.80,1.98,0.57,0.36,0.30,0.32,0.59,0.30,1.62,1.39,1.26,1.33,1.54,4.98,4.98,4.92,1.05,1.03,0.96,1.01,0.95,D32,D31,,,,,Rampe con pseudo-scalini come ponte n. 167.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Ponte di S.ta Maria Assunta,MAVA,10.11,10,,,,16:17,07-Dec-99,FALSE,FALSE,,,0,,Canale di S.ta Maria Assunta                                ,MAVA      ,401,401,MZ,Mazzorbo,MZ,Mazzorbo,1,7,Sesto Super Ribassato,FALSE,TRUE,2,4,Legno,3,Buone,,,,10,10,20,4,13,Vuoto,,,60,4,Legno,3,Buone,3,1.80,36.00,4,Legno,3,Buone,3,2.97,3,4.1,12.30,48.30,62.30,55.30,7.4,7.4,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,3,Buone,1.6,1.6,1.60,1.00,FALSE,0,0,10.11,-0.33,0,2.79,2.8,2.79,2.79,2.79,3.62,0.60,0.60,0.60,0.60,0.60,0.60,1.6,1.6,1.6,1.6,1.6,4.72,4.73,4.72,1,1,1,1,1,B11,B10,,,,,Le rampe sono per met� scalini e per met� scivolo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Ponte Lungo,PONLUN,59.28,9,,,,16:35,07-Dec-99,FALSE,FALSE,,,0,,Canale del Cimitero                                         ,CIMI1     ,401,301,MZ,Mazzorbo,BU,Burano,5,8,Trapezoidale,FALSE,FALSE,2,4,Legno,4,Ottime,,,,0,0,0,0,,,,,0,4,Legno,4,Ottime,,,,4,Legno,4,Ottime,3.25,2.85,2.83,10,28.30,28.30,139.70,84.00,25.6,25.25,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,4,Ottime,20,20,20.00,1.05,FALSE,25.6,25.5,8.18,-0.36,0,2.55,2.54,2.54,2.54,2.54,3.22,0.45,0.45,0.45,0.45,0.45,0.45,1.5,1.5,1.5,1.5,1.5,4.41,4.4,4.4,1.05,1.05,1.05,1.05,1.05,B12,B13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Ponte Pontinello,PONTIN,7.77,8,,,,13:30,18-Dec-99,FALSE,FALSE,,,0,,Rio Pontinello                                              ,PONT      ,302,301,BU,Burano,BU,Burano,1,6,Sesto Ribassato,FALSE,FALSE,2,4,Legno,2,Medie,,,,10,11,21,18,13,Vuoto,,,29,4,Legno,3,Buone,1.91,0.55,11.63,4,Legno,2,Medie,2,1.82,1.91,3.53,6.74,18.37,20.10,19.24,3.4,3.65,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,3,Buone,9,9,9.00,0.93,FALSE,0,0,7.77,-0.01,0,2.04,2.1,2.06,2.04,2.07,3.81,0.64,0.46,0.40,0.44,0.65,0.40,1.57,1.38,1.32,1.36,1.6,3.43,3.43,3.43,0.93,0.92,0.92,0.92,0.95,C12,C11,,,,,"Il primo gradino nord e I primi due gradini sud sono in Pietra d'Istria,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Ponte dei Assassini,ASSA,6.77,7,,,,12:47,18-Dec-99,FALSE,FALSE,,,0,,Rio dei Assassini                                           ,ASSA      ,301,302,BU,Burano,BU,Burano,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,4,Ottime,,,,8,8,16,16,2,Pietra d'Istria,3,Buone,47,3,Trachite,4,Ottime,2.6,1.22,19.55,3,Trachite,1,Cattive,3.2,2.60,2.6,2.1,5.46,25.01,26.60,25.81,3.85,3.9,0,0,0,0,0,1,Piena,14,Mattoni e Pietra d'Istria,3,Buone,30,30,30.00,1.02,FALSE,0,0,6.77,0.13,0,1.96,2.13,1.99,1.96,2.03,3.45,0.43,0.52,0.40,0.33,0.36,0.33,1.51,1.46,1.3,1.43,1.46,3.29,3.3,3.29,1.08,0.94,0.9,1.1,1.1,C7,C8,,,,,"Servoscala elettrico per portatori di handycap. Targhetta Genio Civile: ""G. C. m. 100 S.M.M."" 1961",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Ponte Tre Ponti 2,TREP2,7.16,6,,,,11:54,18-Dec-99,FALSE,FALSE,,,0,,Rio de la Giudecca                                          ,GIUB      ,302,304,BU,Burano,BU,Burano,1,8,Trapezoidale,FALSE,FALSE,1,41,Legno e mattoni,2,Medie,,,,9,0,9,15,2,Pietra d'Istria,2,Medie,35,8,Asfalto,2,Medie,1.82,0.64,5.73,4,Legno,2,Medie,1.96,1.76,1.36,7.56,10.28,16.01,20.60,18.31,3.5,0,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,2,Medie,10,10,10.00,1.26,FALSE,0,0,7.16,0.24,0,1.91,1.93,1.94,1.91,1.93,3.75,0.32,0.39,0.30,0.30,0.31,0.30,1.6,1.59,1.58,1.58,1.59,3.26,3.27,3.28,1.28,1.2,1.28,1.28,1.28,C21,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Ponte Tre Ponti 1,TREP1,7.09,5,,,,11:40,18-Dec-99,FALSE,FALSE,,,0,,Rio di S. Mauro                                             ,SMAU2     ,301,304,BU,Burano,BU,Burano,1,8,Trapezoidale,FALSE,FALSE,2,18,Legno e Pietra d'Istria,2,Medie,,,,9,9,18,15,2,Pietra d'Istria,2,Medie,35,4,Legno,2,Medie,1.55,0.54,9.77,4,Legno,2,Medie,2.2,2.00,1.6,7.65,12.24,22.01,26.10,24.05,3.54,3.6,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,2,Medie,10,10,10.00,1.28,FALSE,3.1,0,3.99,0.28,0,1.94,1.94,1.94,1.94,1.94,2.06,0.32,0.30,0.30,0.30,0.30,0.30,1.6,1.58,1.58,1.58,1.58,3.24,3.24,3.24,1.28,1.28,1.28,1.28,1.28,C4,C1,,,,,"La rampa sud � in trachite, mentre la pedata e l'akzata sono in Pietra d'Istria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Ponte delle Capuccine,CAPU,9.54,4,,,,12:20,18-Dec-99,FALSE,FALSE,,,0,,Rio del a Giudecca                                          ,GIUB      ,302,304,BU,Burano,BU,Burano,1,8,Trapezoidale,FALSE,FALSE,2,4,Legno,3,Buone,,,,13,13,26,15,13,Vuoto,,,37,4,Legno,3,Buone,1.79,0.66,17.22,4,Legno,3,Buone,2.04,1.84,1.79,4.69,8.40,25.61,37.50,31.56,5.37,5.15,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,3,Buone,10,10,10.00,1.00,FALSE,0.5,0.5,8.54,0.19,0,2.19,2.19,2.19,2.19,2.19,3.90,0.83,0.50,0.50,0.50,0.83,0.50,1.83,1.5,1.5,1.5,1.83,3.5,3.5,3.5,1,1,1,1,1,C5,C6,,,,,I primi tre gradini nord esud hanno la pedata in asfalto e l'alzata in Pietra d'Istria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Ponte S. Mauro,MAURO,8.24,3,,,,13:15,18-Dec-99,FALSE,FALSE,,,0,,Rio Pontinello                                              ,PONT      ,301,302,BU,Burano,BU,Burano,1,6,Sesto Ribassato,FALSE,FALSE,2,4,Legno,2,Medie,,,,10,10,20,15,13,Vuoto,,,38,4,Legno,3,Buone,1.97,0.75,14.97,4,Legno,2,Medie,2.15,1.95,1.97,3.71,7.31,22.28,18.70,20.49,3.81,3.63,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,3,Buone,10,10,10.00,1.00,FALSE,0,0,8.24,0.07,0,2.26,2.36,2.27,2.26,2.30,3.65,0.59,0.51,0.41,0.50,0.62,0.41,1.65,1.49,1.39,1.48,1.6,3.68,3.68,3.68,1.06,0.98,0.98,0.98,0.98,C91,C10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Ponte di Terranova,TERRA,7.47,2,,,,14:20,18-Dec-99,FALSE,FALSE,,,0,,Rio di Terranova                                            ,TERR      ,302,303,BU,Burano,BU,Burano,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,2,Medie,,,,9,9,18,13,2,Pietra d'Istria,3,Buone,46,38,Porfido Opera Incerta,3,Buone,1.9,0.87,15.73,38,Porfido Opera Incerta,3,Buone,2.45,2.37,1.9,2.1,3.99,19.72,22.20,20.96,4.32,4.21,0,0,0,0,0,3,Vuoto decorato,6,Metallo,2,Medie,4,4,4.00,0.84,FALSE,0.1,0.1,7.27,-0.05,,1.87,2.03,1.91,1.87,1.94,3.89,0.40,0.53,0.47,0.54,0.38,0.38,1.33,1.36,1.21,1.32,1.32,3.28,3.29,3.28,0.93,0.83,0.74,0.78,0.94,C16,C19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Ponte Vigna,VIGNA,7.83,1,,,,13:52,18-Dec-99,FALSE,FALSE,,,0,,Rio di Terranova                                            ,TERR      ,303,302,BU,Burano,BU,Burano,1,6,Sesto Ribassato,FALSE,TRUE,2,14,Mattoni e Pietra d'Istria,3,Buone,,,,10,9,19,12,2,Pietra d'Istria,2,Medie,40,38,Porfido Opera Incerta,2,Medie,2.02,0.81,15.35,38,Porfido Opera Incerta,2,Medie,2.57,2.03,2.02,2.43,4.91,20.26,24.00,22.13,4.06,3.73,0,0,0,0,0,1,Piena,14,Mattoni e Pietra d'Istria,3,Buone,27,27,27.00,0.94,FALSE,0.2,0.2,7.43,-0.01,,1.92,2.1,2,1.92,2.01,3.87,0.52,0.62,0.48,0.56,0.50,0.48,1.51,1.54,1.38,1.47,1.46,3.47,3.49,3.48,0.99,0.92,0.9,0.91,0.96,C14,C13,,,,,Servo scala elettrico per portatori di handydcap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Ponte della Costituzione,COST,66,434,2008,,,,,FALSE,FALSE,,,,,,,,,CN,Cannaregio          ,SC,Santa Croce      ,,,Arched Truss Bridge,FALSE,TRUE,2,45,Metallo e Vetro,,,None,,,52,53,105,10,6,Metallo,,,40,3,Trachite,,,9.38,4.50,472.5,39,Vetro,,,,17.68,17.68,,,,,,,,,,,,,,,39,Vetro,,,,,,,FALSE,,,79.72,,,,7.04,,7.04,,11.35,,,,,,,,,,,,,,,,,,,,,,,,45.4389,12.3194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Ponte dei Pensieri,PENSIE,,433,2012,,,15:07,11-Dec-13,FALSE,TRUE,,,,,Rio de le Vergini,,,,,,,,,,,FALSE,TRUE,2,17,Legno e Metallo,,,None,,,13,23,26,10,6,Metallo,,,30,3,Trachite,,,1.6,0.48,12.48,4,Trachite,,,2,1.60,1.6,2.23,3.56,16.00,,,,,,,,,,,,6,Metallo,,,20,20,20.00,1.10,TRUE,,,31.1,,,,3.25,,3.25,,9.59,,,,,,,,,,,,,,,,,,,,,,,,45.435034,12.357515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Ponte Novo de Ca 'Rezzonico,REZZO,5.5,274,,,,15:10,03-Mar-00,FALSE,FALSE,,,0,,Rio de S. Barnaba                                           ,GRAN29    ,47,48,DD,Dorsoduro           ,DD,Dorsoduro           ,1,1,A tutto Sesto,FALSE,FALSE,2,17,Legno e Metallo,3,Buone,,,,14,14,28,16,13,Vuoto,,,34,4,Legno,3,Buone,1.7,0.58,16.18,4,Legno,3,Buone,2.06,1.86,1.7,2.15,3.66,19.84,71.30,45.57,5.7,5.7,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,3,Buone,10,10,10.00,1.13,FALSE,0,0,5.5,-0.34,0,2.96,3.08,2.96,2.96,3.00,1.86,0.30,0.41,0.29,0.41,0.30,0.29,1.45,1.53,1.41,1.53,1.45,4.83,4.83,4.83,1.15,1.12,1.12,1.12,1.15,,,,,,,Cancello sulla rampa Sud.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Ponte Novo de l'Ospizio Da Ponte,OSPIZIO,4.74,273,,01-Jan-98,2,10:08,14-Jan-99,FALSE,FALSE,,,0,,Rio de la Crea                                              ,CREA1     ,123,20,CN,Cannaregio          ,CN,Cannaregio          ,1,8,Trapezoidale,FALSE,FALSE,2,4,Legno,4,Ottime,,,,10,10,20,16,4,Legno,4,Ottime,34,4,Legno,4,Ottime,1.5,0.51,10.20,4,Legno,4,Ottime,1.73,1.53,1.5,1.7,2.55,12.75,6.80,9.78,3.4,3.38,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,4,Ottime,10,10,10.00,1.07,FALSE,0,0,4.74,0.44,0,2.35,2.54,2.34,2.34,2.41,2.03,0.31,0.31,0.27,0.32,0.32,0.27,1.38,1.4,1.33,1.4,1.37,3.31,3.43,3.3,1.07,1.09,1.06,1.08,1.05,C3,C4,,,45.4445526,12.3211769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Ponte Novo de lo Stadio,STADIO1,13.17,272,,01-Jan-98,2,9:32,19-Jan-99,FALSE,FALSE,,,0,,Rio de S. Elena                                             ,ELEN      ,106,105,CS,Castello            ,CS,Castello            ,3,8,Trapezoidale,FALSE,TRUE,2,4,Legno,3,Buone,,,,0,0,0,0,,,,,0,4,Legno,3,Buone,,,,4,Legno,3,Buone,7.02,6.72,6.72,6.77,45.49,45.49,75.80,60.65,5.16,5.83,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,3,Buone,15,15,15.00,0.88,FALSE,2.7,2.45,8.02,0.37,,2.65,2.65,2.64,2.64,2.65,3.04,0.69,0.31,0.31,0.32,0.81,0.31,1.57,1.19,1.19,1.2,1.69,3.47,3.47,3.47,0.88,0.88,0.88,0.88,0.88,H12,H13s,,,45.4282882,12.3630532,Ponte con rampe senza scalini.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Ponte Novo de la Crea,CREA,5.4,271,,,,10:18,14-Jan-99,FALSE,FALSE,,,0,,Rio de la Crea                                              ,CANN3     ,123,20,CN,Cannaregio          ,CN,Cannaregio          ,1,6,Sesto Ribassato,FALSE,TRUE,2,14,Mattoni e Pietra d'Istria,4,Ottime,,,,13,13,26,14,2,Pietra d'Istria,4,Ottime,39,3,Trachite,4,Ottime,3.97,1.55,40.26,3,Trachite,4,Ottime,4.8,3.96,3.97,2.25,8.93,49.19,109.40,79.29,6.72,6.86,0,0,0,0,0,1,Piena,2,Pietra d'Istria,4,Ottime,42,42,42.00,0.86,TRUE,0,0,5.4,0.43,,2.3,2.47,2.36,2.3,2.38,2.35,0.87,0.80,0.67,0.77,0.92,0.67,1.79,1.65,1.5,1.62,1.77,3.52,3.54,3.55,0.92,0.85,0.83,0.85,0.85,C6,C5,,,45.4450435,12.32159,Costruito 1998. Servoscala elettrico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Ponte privato - Passerella girevole,GIORGIO,15.56,270,,,,9:20,26-Jan-99,FALSE,TRUE,,,0,,Darsena S. Giorgio                                          ,DGIO1     ,119,119,GD,Giudecca            ,GD,Giudecca            ,5,2,Piano,FALSE,FALSE,2,17,Legno e Metallo,3,Buone,,,,0,0,0,0,,,,,0,4,Legno,3,Buone,,,,4,Legno,3,Buone,0.85,0.65,0.65,15.35,9.98,9.98,12.90,11.44,,,0,0,0,0,0,2,Vuoto Geometrico,6,Metallo,3,Buone,10,10,10.00,1.08,FALSE,0,0,15.56,0.07,,1.4,1.4,1.4,1.4,1.40,11.11,0.08,0.08,0.08,0.08,0.08,0.08,1.16,1.16,1.16,1.16,1.16,2.49,2.49,2.49,1.08,1.08,1.08,1.08,1.08,A18,A19,,,45.4292587,12.3462053,Alcuni dati non rilevabili.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Ponte de la Croze,CROZE2,16.22,269,,,,9:55,26-Jan-99,FALSE,FALSE,,,0,,Rio della Croce                                             ,CROC      ,117,118,GD,Giudecca            ,GD,Giudecca            ,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,2,Medie,il concio chiave ha un cerchio,2,Medie,15,15,30,13,2,Pietra d'Istria,2,Medie,50,8,Asfalto,2,Medie,3.73,1.87,55.95,8,Asfalto,2,Medie,4.57,4.49,3.73,4.3,16.04,71.99,136.00,103.99,12.85,14.22,0,0,0,0,0,2,Vuoto Geometrico,19,Metallo e Pietra d'Istria,2,Medie,4,4,4.00,1.02,FALSE,0,0,16.22,-0.01,,3.03,3.09,2.97,2.97,3.03,5.46,0.79,0.64,0.56,0.64,0.78,0.56,1.81,1.65,1.57,1.66,1.83,4.69,4.67,4.64,1.02,1.01,1.01,1.02,1.05,A21,A20,,,45.4253678,12.3336922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
